"Name.i"	"Name.j"	"Source_patch"	"Target_patch"	"Sex.i"	"Sex.j"	"Fij"	"Management"	"Roads"	"Resistance_based_distance"	"Euclidean_distance"	"Landscape_resistance"	"Landscape_connectivity"
"PDA46"	"SF13"	9	4	"F"	"M"	-0.109093	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF14"	9	4	"F"	"M"	-0.042723	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF15"	9	4	"F"	"M"	-0.141959	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF16"	9	4	"F"	"F"	-0.121318	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF18"	9	4	"F"	"M"	0.044564	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF19"	9	4	"F"	"F"	-0.260276	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF21"	9	4	"F"	"F"	-0.04077	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF22"	9	4	"F"	"M"	0.181998	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF23"	9	4	"F"	"F"	-0.005353	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF24"	9	4	"F"	"M"	0.015358	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF7"	9	4	"F"	"F"	-0.204446	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SF8"	9	4	"F"	"M"	-0.035805	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA46"	"SGLT13"	904	605	"F"	"F"	0.224342	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA46"	"SGLT14"	904	605	"F"	"F"	-0.107013	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA46"	"SGLT15"	904	605	"F"	"F"	0.168878	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA46"	"SGLT16"	904	605	"F"	"M"	0.066418	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA46"	"SGLT17"	904	605	"F"	"M"	0.060795	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA46"	"SGLT18"	904	605	"F"	"F"	0.203513	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA46"	"SGLT19"	904	605	"F"	"M"	0.116499	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA46"	"SGLT20"	904	604	"F"	"F"	0.031822	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA46"	"SGLT21"	904	604	"F"	"F"	-0.014446	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA46"	"SGLT22"	904	604	"F"	"F"	0.190466	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA46"	"SGLT23"	904	604	"F"	"F"	0.016108	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA46"	"SGLT24"	904	604	"F"	"F"	0.12248	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA46"	"SGLT25"	904	604	"F"	"F"	0.024349	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA46"	"SGLT26"	904	604	"F"	"M"	-0.04141	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA46"	"SGLT27"	904	603	"F"	"M"	-0.092285	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA46"	"SGLT28"	904	603	"F"	"F"	-0.110817	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA46"	"SGLT34"	904	603	"F"	"M"	0.077208	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA46"	"SGLT35"	904	603	"F"	"M"	-0.039221	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA46"	"UGLT130"	9	7	"F"	"M"	0.046994	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT131"	9	7	"F"	"M"	0.06595	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT132"	9	5	"F"	"F"	0.140305	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA46"	"UGLT133"	9	5	"F"	"M"	0.158725	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA46"	"UGLT134"	9	5	"F"	"F"	0.160625	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA46"	"UGLT135"	9	7	"F"	"M"	-0.047138	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT136"	9	7	"F"	"F"	0.182138	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT137"	9	7	"F"	"F"	0.194017	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT138"	9	7	"F"	"M"	-0.0055	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT139"	9	7	"F"	"M"	0.005455	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT140"	9	7	"F"	"M"	-0.068357	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT141"	9	7	"F"	"F"	-0.019243	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT142"	9	7	"F"	"M"	0.00706	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT143"	9	7	"F"	"F"	0.117128	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT144"	9	7	"F"	"F"	0.001784	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT145"	9	7	"F"	"F"	-0.089421	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT146"	9	7	"F"	"M"	0.052165	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT147"	9	7	"F"	"M"	0.092331	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT148"	9	7	"F"	"M"	-0.066654	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT149"	9	7	"F"	"M"	-0.091343	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT150"	9	7	"F"	"F"	-0.041963	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT151"	9	5	"F"	"M"	0.052585	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA46"	"UGLT152"	9	7	"F"	"M"	-0.03845	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT153"	9	7	"F"	"F"	-0.000893	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT154"	9	5	"F"	"F"	0.103273	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA46"	"UGLT155"	9	7	"F"	"F"	0.014355	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT156"	9	7	"F"	"M"	-0.031023	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT157"	9	7	"F"	"M"	0.108786	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT158"	9	7	"F"	"M"	-0.025561	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT159"	9	7	"F"	"M"	-0.126664	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT160"	9	7	"F"	"F"	0.054616	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT161"	9	7	"F"	"M"	0.203732	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT162"	9	7	"F"	"F"	-0.001521	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT163"	9	7	"F"	"M"	-0.285747	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT164"	9	7	"F"	"F"	0.046991	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT165"	9	7	"F"	"M"	-0.029291	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT166"	9	7	"F"	"F"	0.149936	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT167"	9	7	"F"	"M"	-0.055028	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT168"	9	7	"F"	"M"	-0.153433	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT169"	9	7	"F"	"F"	-0.073664	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT170"	9	7	"F"	"F"	-0.060007	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT171"	9	7	"F"	"F"	-0.168218	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT172"	9	7	"F"	"M"	-0.010985	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT173"	9	7	"F"	"M"	-0.14975	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT174"	9	7	"F"	"M"	-0.030696	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT175"	9	7	"F"	"F"	-0.120174	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT177"	9	7	"F"	"F"	-0.057055	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT178"	9	7	"F"	"M"	-0.045219	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"UGLT179"	9	7	"F"	"M"	-0.17618	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA46"	"VC1"	9	10	"F"	"M"	-0.019872	"12"	"1"	9997.5	5875.67868420321	520.47	11.2891784045252
"PDA46"	"VC10"	9	3	"F"	"M"	-0.137719	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC11"	9	3	"F"	"M"	-0.102502	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC14"	9	3	"F"	"F"	0.004425	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC15"	9	3	"F"	"M"	-0.184712	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC16"	9	3	"F"	"F"	-0.084541	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC17"	9	3	"F"	"M"	-0.173827	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC18"	9	3	"F"	"M"	-0.129644	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC19"	9	3	"F"	"M"	-0.274751	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC2"	9	3	"F"	"F"	-0.193883	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC21"	9	10	"F"	"M"	-0.18228	"12"	"1"	9997.5	5875.67868420321	520.47	11.2891784045252
"PDA46"	"VC22"	9	10	"F"	"M"	-0.072374	"12"	"1"	9997.5	5875.67868420321	520.47	11.2891784045252
"PDA46"	"VC24"	9	3	"F"	"F"	-0.176538	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC3"	9	3	"F"	"F"	-0.086533	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC4"	9	10	"F"	"F"	-0.109301	"12"	"1"	9997.5	5875.67868420321	520.47	11.2891784045252
"PDA46"	"VC5"	9	10	"F"	"M"	-0.138449	"12"	"1"	9997.5	5875.67868420321	520.47	11.2891784045252
"PDA46"	"VC6"	9	3	"F"	"F"	-0.0481	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC7"	9	3	"F"	"M"	0.027061	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC8"	9	3	"F"	"M"	0.077812	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC9"	9	3	"F"	"M"	-0.144017	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC14i"	9	3	"F"	"M"	0.104268	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA46"	"VC16i"	9	3	"F"	"F"	-0.08008	"12"	"1"	9247.9	6352.45621787352	451.1	14.0821463486445
"PDA47"	"PDA48"	903	902	"M"	"M"	0.179003	"11"	"0"	2075.6	1883.24852316416	284.17	6.62718979189979
"PDA47"	"PDA49"	903	902	"M"	"F"	0.263697	"11"	"0"	2075.6	1883.24852316416	284.17	6.62718979189979
"PDA47"	"PDA50"	903	902	"M"	"M"	0.179663	"11"	"0"	2075.6	1883.24852316416	284.17	6.62718979189979
"PDA47"	"PDA51"	903	904	"M"	"M"	0.198091	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA59"	903	904	"M"	"F"	-0.284625	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA61"	903	903	"M"	"M"	0.185582	"11"	"0"	0	0	0	0
"PDA47"	"PDA65"	903	904	"M"	"M"	0.244553	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA66"	903	904	"M"	"M"	0.038891	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA67"	903	904	"M"	"M"	0.177781	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA69"	903	904	"M"	"M"	0.247534	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA74"	903	904	"M"	"M"	0.139518	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA78"	903	904	"M"	"F"	-0.097063	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA79"	903	904	"M"	"F"	-0.067132	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA80"	903	904	"M"	"M"	0.203532	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"PDA84"	903	904	"M"	"F"	0.240202	"11"	"0"	772.2	656.144039064594	236.62	2.77298638772967
"PDA47"	"RV1"	9	2	"M"	"M"	-0.202694	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV12"	9	2	"M"	"F"	-0.015108	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV13"	9	2	"M"	"F"	0.010482	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV14"	9	2	"M"	"M"	0.064478	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV15"	9	2	"M"	"F"	-0.050716	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV16"	9	2	"M"	"F"	-0.110645	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV17"	9	2	"M"	"M"	-0.146732	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV18"	9	2	"M"	"F"	-0.06253	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV19"	9	2	"M"	"M"	-0.044087	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV20"	9	2	"M"	"F"	-0.069793	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV21"	9	2	"M"	"M"	-0.117427	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV22"	9	2	"M"	"F"	-0.157368	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV23"	9	2	"M"	"M"	-0.233497	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV24"	9	2	"M"	"F"	-0.029835	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV25"	9	2	"M"	"F"	-0.103335	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV26"	9	2	"M"	"M"	-0.167617	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV27"	9	2	"M"	"F"	-0.099059	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV28"	9	2	"M"	"F"	-0.057109	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV3"	9	2	"M"	"M"	-0.181143	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV35"	9	2	"M"	"M"	-0.012542	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV36"	9	2	"M"	"M"	0.008865	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV37"	9	2	"M"	"F"	-0.223822	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV38"	9	2	"M"	"M"	-0.184841	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV39"	9	2	"M"	"F"	0.086167	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV4"	9	2	"M"	"M"	-0.213776	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV40"	9	2	"M"	"M"	-0.108994	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV41"	9	2	"M"	"F"	-0.04851	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV5"	9	2	"M"	"M"	0.024584	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV57"	9	2	"M"	"M"	-0.103531	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV58"	9	2	"M"	"M"	-0.178206	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV6"	9	2	"M"	"M"	-0.145664	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV7"	9	2	"M"	"F"	0.001632	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV8"	9	2	"M"	"F"	-0.066084	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"RV9"	9	2	"M"	"F"	0.006143	"12"	"1"	67462.8	32730.551477175	173.96	188.149870528713
"PDA47"	"SF11"	9	4	"M"	"F"	-0.068246	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF12"	9	4	"M"	"M"	-0.038568	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF13"	9	4	"M"	"M"	-0.0832	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF14"	9	4	"M"	"M"	0.007908	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF15"	9	4	"M"	"M"	-0.061343	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF16"	9	4	"M"	"F"	-0.020901	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF18"	9	4	"M"	"M"	-0.019758	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF19"	9	4	"M"	"F"	-0.267361	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF21"	9	4	"M"	"F"	0.200368	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF22"	9	4	"M"	"M"	0.181461	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF23"	9	4	"M"	"F"	0.149127	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF24"	9	4	"M"	"M"	-0.026347	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF7"	9	4	"M"	"F"	-0.114144	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SF8"	9	4	"M"	"M"	0.010981	"12"	"1"	4463.6	3391.1797357262	320.44	10.5828852069848
"PDA47"	"SGLT13"	904	605	"M"	"F"	0.228375	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA47"	"SGLT14"	904	605	"M"	"F"	-0.102266	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA47"	"SGLT15"	904	605	"M"	"F"	0.02285	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA47"	"SGLT16"	904	605	"M"	"M"	0.032484	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA47"	"SGLT17"	904	605	"M"	"M"	-0.040124	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA47"	"SGLT18"	904	605	"M"	"F"	0.133518	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA47"	"SGLT19"	904	605	"M"	"M"	0.052778	"11"	"1"	35842.8	25496.7414584688	632.23	40.3282689186985
"PDA47"	"SGLT20"	904	604	"M"	"F"	0.099733	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA47"	"SGLT21"	904	604	"M"	"F"	0.185132	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA47"	"SGLT22"	904	604	"M"	"F"	0.358945	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA47"	"SGLT23"	904	604	"M"	"F"	0.253367	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA47"	"SGLT24"	904	604	"M"	"F"	0.293917	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA47"	"SGLT25"	904	604	"M"	"F"	0.229038	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA47"	"SGLT26"	904	604	"M"	"M"	0.136455	"11"	"1"	34861.3	24430.4072827286	627.44	38.9366429981012
"PDA47"	"SGLT27"	904	603	"M"	"M"	0.217612	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA47"	"SGLT28"	904	603	"M"	"F"	0.17124	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA47"	"SGLT34"	904	603	"M"	"M"	0.296355	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA47"	"SGLT35"	904	603	"M"	"M"	0.162143	"11"	"1"	31567.3	23364.0134608761	596.75	39.152096289696
"PDA47"	"UGLT130"	9	7	"M"	"M"	-0.064069	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT131"	9	7	"M"	"M"	-0.020303	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT132"	9	5	"M"	"F"	-0.10837	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA47"	"UGLT133"	9	5	"M"	"M"	-0.026559	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA47"	"UGLT134"	9	5	"M"	"F"	0.041369	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA47"	"UGLT135"	9	7	"M"	"M"	-0.015669	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT136"	9	7	"M"	"F"	-0.069553	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT137"	9	7	"M"	"F"	-0.05853	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT138"	9	7	"M"	"M"	-0.008072	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT139"	9	7	"M"	"M"	0.002093	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT140"	9	7	"M"	"M"	0.006953	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT141"	9	7	"M"	"F"	-0.052181	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT142"	9	7	"M"	"M"	-0.097065	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT143"	9	7	"M"	"F"	-0.121435	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT144"	9	7	"M"	"F"	-0.027489	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT145"	9	7	"M"	"F"	-0.085942	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT146"	9	7	"M"	"M"	-0.016587	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT147"	9	7	"M"	"M"	-0.172636	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT148"	9	7	"M"	"M"	-0.03864	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT149"	9	7	"M"	"M"	-0.188271	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT150"	9	7	"M"	"F"	-0.047206	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT151"	9	5	"M"	"M"	0.019648	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA47"	"UGLT152"	9	7	"M"	"M"	0.081503	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT153"	9	7	"M"	"F"	-0.056151	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT154"	9	5	"M"	"F"	0.120304	"13"	"1"	35382.4	30057.8263518838	652.55	46.0621045925734
"PDA47"	"UGLT155"	9	7	"M"	"F"	-0.051225	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT156"	9	7	"M"	"M"	0.020598	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT157"	9	7	"M"	"M"	-0.059087	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT158"	9	7	"M"	"M"	-0.031867	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT159"	9	7	"M"	"M"	-0.153019	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT160"	9	7	"M"	"F"	-0.1151	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT161"	9	7	"M"	"M"	0.055191	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT162"	9	7	"M"	"F"	0.047973	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
"PDA47"	"UGLT163"	9	7	"M"	"M"	-0.0587	"13"	"1"	35395.5	30195.4702728737	637.31	47.3795645335452
