"Locus"	"Allele"	"Frequency_recent"	"x_recent"	"y_recent"	"Frequency_historic"	"x_historic"	"y_historic"	"Euclidean_distance"	"Resistance_based_distance"	"Landscape_resistance"
"P2BH6"	132	0.5	-3837092.19493726	10741953.0389327	0.5	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"P2BH6"	132	0.833	-3837092.19493726	10741953.0389327	0.5	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"P2BH6"	134	0.857	-3848812.68503423	10745487.219727	0.714	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"P2BH6"	134	0.571	-3848205.93586398	10746463.4673618	0.7	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"P2BH6"	134	0.125	-3849038.62221455	10749887.0697689	0.7	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"P2BH6"	134	0.6	-3815584.56216887	10786021.2221798	0.083	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"P2BH6"	134	0.45	-3814809.19283505	10787454.7675737	0.188	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"P2BH6"	134	0.25	-3814085.76421928	10787968.3199448	0.188	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"P2BH6"	134	0.567	-3815495.03350466	10786313.3002829	0.083	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"P2BH6"	134	0.4	-3814085.76421928	10787968.3199448	0.188	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"P2BH6"	134	0.167	-3833855.99332499	10743061.3390386	0.7	-3845105.93131116	10745187.5234867	11449.094505675	21950.4	351.73
"P2BH6"	134	0.5	-3831382.3291709	10761621.4744814	0.25	-3830730.82009379	10761761.5920122	666.406032383429	1526.4	272.35
"P2BH6"	134	0.8	-3830807.19829394	10761465.0344789	0.25	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"P2BH6"	134	0.375	-3832136.75534032	10760691.8798628	1	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"P2BH6"	134	0.75	-3831937.84248834	10755283.7805037	0.5	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"P2BH6"	134	0.667	-3832877.64520233	10756133.923938	0.5	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"P2BH6"	134	0.8	-3831327.27853097	10755077.3255354	0.5	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"P2BH6"	134	0.167	-3832571.68254384	10756718.2730217	0.5	-3832878.60363112	10755831.2953184	938.57871273144	1200.6	295.16
"P2BH6"	134	0.167	-3836000.08230449	10726663.9935081	0.333	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"P2BH6"	134	0.5	-3834954.83138545	10726260.0436148	0.2	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"P2BH6"	134	0.5	-3837136.55322491	10725944.4555681	1	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"P2BH6"	134	0.25	-3837180.12677243	10725471.1783281	1	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"P2BH6"	134	0.667	-3836836.95539439	10725661.5737201	1	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"P2BH6"	134	1	-3837180.12677243	10725471.1783281	1	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"P2BH6"	134	1	-3835526.43175286	10725638.5783946	0.167	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"P2BH6"	134	0.25	-3836745.63268835	10725400.5887332	1	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"P2BH6"	134	0.333	-3835251.78597857	10727696.8132448	0.333	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"P2BH6"	134	0.75	-3836472.47647905	10726779.8112263	0.333	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"P2BH6"	134	0.667	-3835526.43175286	10725638.5783946	0.167	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"P2BH6"	134	0.75	-3835943.12387789	10727185.94153	0.333	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"P2BH6"	134	0.167	-3837092.19493726	10741953.0389327	0.7	-3845105.93131116	10745187.5234867	8641.86675435336	16744.8	282.12
"P2BH6"	134	0.167	-3837092.19493726	10741953.0389327	0.7	-3845105.93131116	10745187.5234867	8641.86675435336	16744.8	282.12
"P2BH6"	136	0.1	-3815584.56216887	10786021.2221798	0.333	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"P2BH6"	136	0.05	-3814809.19283505	10787454.7675737	0.813	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"P2BH6"	136	0.125	-3814085.76421928	10787968.3199448	0.813	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"P2BH6"	136	0.1	-3814085.76421928	10787968.3199448	0.813	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"P2BH6"	136	0.167	-3833855.99332499	10743061.3390386	0.375	-3833855.99332499	10743061.3390386	0	NA	NA
"P2BH6"	136	0.375	-3832993.68094611	10741619.8181885	0.375	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"P2BH6"	136	0.25	-3830707.82318852	10748056.3712499	0.375	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"P2BH6"	136	0.5	-3831382.3291709	10761621.4744814	0.083	-3832097.11584667	10761638.2675796	714.983915899975	0	0
"P2BH6"	136	0.167	-3832571.68254384	10756718.2730217	0.083	-3832097.11584667	10761638.2675796	4942.82914938589	8386.4	263.77
"P2BH6"	138	0.3	-3813163.86437249	10786407.7220874	0.4	-3813163.86437249	10786407.7220874	0	NA	NA
"P2BH6"	138	0.15	-3814809.19283505	10787454.7675737	0.4	-3813163.86437249	10786407.7220874	1950.23331937269	7093.3	471.2
"P2BH6"	138	0.1	-3815584.56216887	10786021.2221798	0.4	-3813163.86437249	10786407.7220874	2451.35880686073	5322.1	768.72
"P2BH6"	138	0.167	-3832877.64520233	10756133.923938	0.25	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"P2BH6"	138	0.1	-3831327.27853097	10755077.3255354	0.25	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"P2BH6"	138	0.5	-3832571.68254384	10756718.2730217	0.25	-3831937.84248834	10755283.7805037	1568.28632589665	1568.2	302.49
"P2BH6"	138	0.5	-3836000.08230449	10726663.9935081	0.167	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"P2BH6"	138	0.25	-3837180.12677243	10725471.1783281	0.167	-3836000.08230449	10726663.9935081	1677.8894480874	1873.4	313.955
"P2BH6"	138	0.333	-3836836.95539439	10725661.5737201	0.167	-3836000.08230449	10726663.9935081	1305.83383322423	1366.25	270.54
"P2BH6"	138	0.5	-3836745.63268835	10725400.5887332	0.167	-3836000.08230449	10726663.9935081	1466.9822766511	2053.3	301.53
"P2BH6"	138	0.167	-3835251.78597857	10727696.8132448	0.167	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"P2BH6"	138	0.5	-3834929.02189673	10728357.9458695	0.167	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"P2BH6"	138	0.333	-3837092.19493726	10741953.0389327	0.25	-3831937.84248834	10755283.7805037	14292.5162235358	16214.9	349.65
"Lchu9"	420	0.357	-3848812.68503423	10745487.219727	0.357	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu9"	420	0.143	-3848205.93586398	10746463.4673618	0.3	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu9"	420	0.25	-3849038.62221455	10749887.0697689	0.3	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu9"	420	0.083	-3838237.33456959	10743235.3186302	0.3	-3845105.93131116	10745187.5234867	7140.63897700959	16039.3	237.81
"Lchu9"	420	0.333	-3815584.56216887	10786021.2221798	0.143	-3814809.19283505	10787454.7675737	1629.80060130104	2057.6	280.66
"Lchu9"	420	0.167	-3833855.99332499	10743061.3390386	0.3	-3845105.93131116	10745187.5234867	11449.094505675	21950.4	351.73
"Lchu9"	420	0.375	-3832993.68094611	10741619.8181885	0.3	-3845105.93131116	10745187.5234867	12626.7624512401	23350.6	365.64
"Lchu9"	420	0.5	-3830707.82318852	10748056.3712499	0.583	-3831937.84248834	10755283.7805037	7331.3294837984	24974.9	109.6
"Lchu9"	420	0.5	-3831382.3291709	10761621.4744814	0.2	-3832097.11584667	10761638.2675796	714.983915899975	0	0
"Lchu9"	420	0.375	-3831937.84248834	10755283.7805037	0.583	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu9"	420	0.6	-3832877.64520233	10756133.923938	1	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"Lchu9"	420	0.667	-3831327.27853097	10755077.3255354	0.583	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu9"	420	0.333	-3832571.68254384	10756718.2730217	1	-3832878.60363112	10755831.2953184	938.57871273144	1200.6	295.16
"Lchu9"	420	0.5	-3834954.83138545	10726260.0436148	0.167	-3835526.43175286	10725638.5783946	844.361297070435	1155.8	252.83
"Lchu9"	420	0.25	-3837136.55322491	10725944.4555681	0.167	-3836000.08230449	10726663.9935081	1345.10259832124	1343.5	221.14
"Lchu9"	420	0.5	-3836836.95539439	10725661.5737201	0.167	-3836000.08230449	10726663.9935081	1305.83383322423	1366.25	270.54
"Lchu9"	420	0.333	-3835526.43175286	10725638.5783946	0.167	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu9"	420	0.25	-3835251.78597857	10727696.8132448	0.167	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Lchu9"	420	0.25	-3834929.02189673	10728357.9458695	0.167	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Lchu9"	420	0.167	-3837092.19493726	10741953.0389327	0.3	-3845105.93131116	10745187.5234867	8641.86675435336	16744.8	282.12
"Lchu9"	422	0.786	-3848205.93586398	10746463.4673618	0.214	-3850355.73962123	10743765.1516269	3450.00927535419	3702.8	382.52
"Lchu9"	422	0.667	-3838237.33456959	10743235.3186302	0.214	-3850355.73962123	10743765.1516269	12129.9820280152	15506.6	236.06
"Lchu9"	422	0.3	-3813163.86437249	10786407.7220874	1	-3813163.86437249	10786407.7220874	0	NA	NA
"Lchu9"	422	0.25	-3814809.19283505	10787454.7675737	0.5	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu9"	422	0.2	-3815584.56216887	10786021.2221798	0.667	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu9"	422	0.667	-3814085.76421928	10787968.3199448	0.5	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu9"	422	0.133	-3815495.03350466	10786313.3002829	0.667	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu9"	422	0.5	-3833855.99332499	10743061.3390386	0.417	-3831937.84248834	10755283.7805037	12372.0401712899	16427.3	337.29
"Lchu9"	422	0.5	-3832993.68094611	10741619.8181885	0.417	-3831937.84248834	10755283.7805037	13704.6948524949	15355.1	339.45
"Lchu9"	422	0.5	-3830707.82318852	10748056.3712499	0.417	-3831937.84248834	10755283.7805037	7331.3294837984	24974.9	109.6
"Lchu9"	422	0.5	-3831382.3291709	10761621.4744814	0.6	-3832097.11584667	10761638.2675796	714.983915899975	0	0
"Lchu9"	422	0.778	-3830807.19829394	10761465.0344789	0.6	-3832097.11584667	10761638.2675796	1301.4979830933	1342.5	188.2
"Lchu9"	422	0.625	-3831937.84248834	10755283.7805037	0.417	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu9"	422	0.4	-3832877.64520233	10756133.923938	0.417	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"Lchu9"	422	0.333	-3831327.27853097	10755077.3255354	0.417	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu9"	422	0.167	-3836000.08230449	10726663.9935081	1	-3834954.83138545	10726260.0436148	1120.59136173434	3584.3	327.14
"Lchu9"	422	0.5	-3834954.83138545	10726260.0436148	1	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu9"	422	0.25	-3837136.55322491	10725944.4555681	0.5	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu9"	422	0.5	-3837180.12677243	10725471.1783281	0.5	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu9"	422	1	-3835943.12387789	10727185.94153	1	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"Lchu9"	422	0.5	-3836836.95539439	10725661.5737201	0.5	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Lchu9"	422	1	-3837180.12677243	10725471.1783281	0.5	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu9"	422	0.333	-3835526.43175286	10725638.5783946	0.167	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu9"	422	0.75	-3836472.47647905	10726779.8112263	0.5	-3837136.55322491	10725944.4555681	1067.15369090228	1183.3	249.81
"Lchu9"	422	1	-3835526.43175286	10725638.5783946	0.167	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu9"	422	0.25	-3835943.12387789	10727185.94153	1	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"Lchu9"	422	0.25	-3834929.02189673	10728357.9458695	1	-3834954.83138545	10726260.0436148	2098.06100959766	2754.1	272.96
"Lchu9"	422	0.167	-3837092.19493726	10741953.0389327	0.214	-3850355.73962123	10743765.1516269	13386.7609973431	16346.7	272.46
"Lchu9"	422	0.833	-3837092.19493726	10741953.0389327	0.214	-3850355.73962123	10743765.1516269	13386.7609973431	16346.7	272.46
"Lchu9"	424	0.643	-3848812.68503423	10745487.219727	0.429	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu9"	424	0.071	-3848205.93586398	10746463.4673618	0.7	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu9"	424	0.75	-3849038.62221455	10749887.0697689	0.7	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu9"	424	0.25	-3838237.33456959	10743235.3186302	1	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Lchu9"	424	0.7	-3813163.86437249	10786407.7220874	0.5	-3814809.19283505	10787454.7675737	1950.23331937269	5322.1	768.72
"Lchu9"	424	0.667	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu9"	424	0.75	-3814809.19283505	10787454.7675737	0.5	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu9"	424	0.8	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu9"	424	0.333	-3814085.76421928	10787968.3199448	0.5	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu9"	424	0.867	-3815495.03350466	10786313.3002829	1	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu9"	424	1	-3814085.76421928	10787968.3199448	0.5	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu9"	424	0.333	-3833855.99332499	10743061.3390386	1	-3833855.99332499	10743061.3390386	0	NA	NA
"Lchu9"	424	0.125	-3832993.68094611	10741619.8181885	1	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Lchu9"	424	0.222	-3830807.19829394	10761465.0344789	1	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Lchu9"	424	1	-3832136.75534032	10760691.8798628	1	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"Lchu9"	424	0.667	-3832571.68254384	10756718.2730217	1	-3832092.5295933	10761632.9792642	4938.00820169704	8386.4	263.77
"Lchu9"	424	0.833	-3836000.08230449	10726663.9935081	0.833	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Lchu9"	424	0.5	-3837136.55322491	10725944.4555681	0.5	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu9"	424	0.5	-3837180.12677243	10725471.1783281	0.5	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu9"	424	0.333	-3835526.43175286	10725638.5783946	0.667	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu9"	424	1	-3836745.63268835	10725400.5887332	0.5	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"Lchu9"	424	0.75	-3835251.78597857	10727696.8132448	0.833	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Lchu9"	424	0.25	-3836472.47647905	10726779.8112263	0.833	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Lchu9"	424	0.75	-3835943.12387789	10727185.94153	0.833	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu9"	424	0.5	-3834929.02189673	10728357.9458695	0.833	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Lchu9"	424	0.667	-3837092.19493726	10741953.0389327	1	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu9"	424	0.167	-3837092.19493726	10741953.0389327	1	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Leon27 "	209	0.083	-3832877.64520233	10756133.923938	1	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"Leon27 "	211	0.583	-3848812.68503423	10745487.219727	0.357	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Leon27 "	211	0.083	-3848205.93586398	10746463.4673618	0.5	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Leon27 "	211	0.75	-3849038.62221455	10749887.0697689	0.5	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Leon27 "	211	0.417	-3838237.33456959	10743235.3186302	0.5	-3845105.93131116	10745187.5234867	7140.63897700959	16039.3	237.81
"Leon27 "	211	0.25	-3815584.56216887	10786021.2221798	0.5	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Leon27 "	211	0.3	-3815584.56216887	10786021.2221798	0.5	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Leon27 "	211	0.7	-3815495.03350466	10786313.3002829	0.5	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Leon27 "	211	0.5	-3814085.76421928	10787968.3199448	0.286	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Leon27 "	211	1	-3831382.3291709	10761621.4744814	0.75	-3830730.82009379	10761761.5920122	666.406032383429	1526.4	272.35
"Leon27 "	211	0.611	-3830807.19829394	10761465.0344789	0.75	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Leon27 "	211	0.667	-3832136.75534032	10760691.8798628	1	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"Leon27 "	211	0.375	-3831937.84248834	10755283.7805037	0.5	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Leon27 "	211	0.417	-3832877.64520233	10756133.923938	0.5	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"Leon27 "	211	0.375	-3831327.27853097	10755077.3255354	0.5	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Leon27 "	211	0.167	-3832571.68254384	10756718.2730217	0.5	-3831937.84248834	10755283.7805037	1568.28632589665	1568.2	302.49
"Leon27 "	211	0.167	-3836000.08230449	10726663.9935081	0.167	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Leon27 "	211	0.25	-3837136.55322491	10725944.4555681	0.75	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Leon27 "	211	0.5	-3837180.12677243	10725471.1783281	0.75	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Leon27 "	211	0.25	-3835943.12387789	10727185.94153	0.167	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Leon27 "	211	0.5	-3836836.95539439	10725661.5737201	0.75	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Leon27 "	211	0.5	-3837180.12677243	10725471.1783281	0.75	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Leon27 "	211	0.5	-3835526.43175286	10725638.5783946	0.5	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Leon27 "	211	0.75	-3835251.78597857	10727696.8132448	0.167	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Leon27 "	211	0.25	-3836472.47647905	10726779.8112263	0.167	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Leon27 "	211	0.333	-3835526.43175286	10725638.5783946	0.5	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Leon27 "	211	0.25	-3835943.12387789	10727185.94153	0.167	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Leon27 "	211	0.25	-3834929.02189673	10728357.9458695	0.167	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Leon27 "	211	1	-3837092.19493726	10741953.0389327	0.5	-3845105.93131116	10745187.5234867	8641.86675435336	16744.8	282.12
"Leon27 "	211	0.333	-3837092.19493726	10741953.0389327	0.5	-3845105.93131116	10745187.5234867	8641.86675435336	16744.8	282.12
"Leon27 "	213	0.25	-3848812.68503423	10745487.219727	0.357	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Leon27 "	213	0.583	-3848205.93586398	10746463.4673618	0.1	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Leon27 "	213	0.583	-3838237.33456959	10743235.3186302	0.5	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Leon27 "	213	0.8	-3813163.86437249	10786407.7220874	1	-3813163.86437249	10786407.7220874	0	NA	NA
"Leon27 "	213	0.75	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Leon27 "	213	0.563	-3814809.19283505	10787454.7675737	0.714	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Leon27 "	213	0.7	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Leon27 "	213	0.875	-3814085.76421928	10787968.3199448	0.714	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Leon27 "	213	0.267	-3815495.03350466	10786313.3002829	1	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Leon27 "	213	0.5	-3814085.76421928	10787968.3199448	0.714	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Leon27 "	213	1	-3833855.99332499	10743061.3390386	0.5	-3833855.99332499	10743061.3390386	0	NA	NA
"Leon27 "	213	0.25	-3832993.68094611	10741619.8181885	0.5	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Leon27 "	213	0.25	-3830707.82318852	10748056.3712499	0.5	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"Leon27 "	213	0.389	-3830807.19829394	10761465.0344789	0.25	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Leon27 "	213	0.333	-3832136.75534032	10760691.8798628	0.25	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Leon27 "	213	0.563	-3831937.84248834	10755283.7805037	0.333	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Leon27 "	213	0.5	-3832877.64520233	10756133.923938	0.333	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"Leon27 "	213	0.5	-3831327.27853097	10755077.3255354	0.333	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Leon27 "	213	0.667	-3832571.68254384	10756718.2730217	0.333	-3831937.84248834	10755283.7805037	1568.28632589665	1568.2	302.49
"Leon27 "	213	0.833	-3836000.08230449	10726663.9935081	0.833	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Leon27 "	213	1	-3834954.83138545	10726260.0436148	0.625	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Leon27 "	213	0.75	-3837136.55322491	10725944.4555681	0.25	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Leon27 "	213	0.5	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Leon27 "	213	0.75	-3835943.12387789	10727185.94153	0.833	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Leon27 "	213	0.5	-3836836.95539439	10725661.5737201	0.25	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Leon27 "	213	0.5	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Leon27 "	213	0.5	-3835526.43175286	10725638.5783946	0.5	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Leon27 "	213	1	-3836745.63268835	10725400.5887332	0.25	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"Leon27 "	213	0.25	-3835251.78597857	10727696.8132448	0.833	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Leon27 "	213	0.75	-3836472.47647905	10726779.8112263	0.833	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Leon27 "	213	0.667	-3835526.43175286	10725638.5783946	0.5	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Leon27 "	213	0.75	-3835943.12387789	10727185.94153	0.833	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Leon27 "	213	0.75	-3834929.02189673	10728357.9458695	0.833	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Leon27 "	213	0.667	-3837092.19493726	10741953.0389327	0.5	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Leon27 "	215	0.167	-3848812.68503423	10745487.219727	0.286	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Leon27 "	215	0.333	-3848205.93586398	10746463.4673618	0.4	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Leon27 "	215	0.25	-3849038.62221455	10749887.0697689	0.4	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Leon27 "	215	0.2	-3813163.86437249	10786407.7220874	0.286	-3814809.19283505	10787454.7675737	1950.23331937269	7093.3	471.2
"Leon27 "	215	0.438	-3814809.19283505	10787454.7675737	0.286	-3814809.19283505	10787454.7675737	0	NA	NA
"Leon27 "	215	0.125	-3814085.76421928	10787968.3199448	0.286	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"Leon27 "	215	0.033	-3815495.03350466	10786313.3002829	0.286	-3814809.19283505	10787454.7675737	1331.66249478054	1471	233.75
"Leon27 "	215	0.75	-3832993.68094611	10741619.8181885	0.5	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Leon27 "	215	0.75	-3830707.82318852	10748056.3712499	0.5	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"Leon27 "	215	0.063	-3831937.84248834	10755283.7805037	0.167	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Leon27 "	215	0.125	-3831327.27853097	10755077.3255354	0.167	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Leon27 "	215	0.167	-3832571.68254384	10756718.2730217	0.167	-3831937.84248834	10755283.7805037	1568.28632589665	1568.2	302.49
"Leon31 "	330	0.25	-3838237.33456959	10743235.3186302	0.5	-3837136.55322491	10725944.4555681	17325.8669335789	28507.5	140.42
"Leon31 "	330	0.4	-3815584.56216887	10786021.2221798	0.45	-3814809.19283505	10787454.7675737	1629.80060130104	2057.6	280.66
"Leon31 "	330	0.033	-3815495.03350466	10786313.3002829	0.45	-3814809.19283505	10787454.7675737	1331.66249478054	1471	233.75
