"Locus"	"Allele"	"Frequency_recent"	"x_recent"	"y_recent"	"Frequency_historic"	"x_historic"	"y_historic"	"Euclidean_distance"	"Resistance_based_distance"	"Landscape_resistance"
"Lchu8 "	226	0.25	-3837136.55322491	10725944.4555681	0.5	-3836000.08230449	10726663.9935081	1345.10259832124	1343.5	221.14
"Lchu8 "	226	0.5	-3837180.12677243	10725471.1783281	0.167	-3835526.43175286	10725638.5783946	1662.14620296285	1879.05	320.235
"Lchu8 "	226	0.25	-3835943.12387789	10727185.94153	0.5	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu8 "	226	0.667	-3836836.95539439	10725661.5737201	0.5	-3836000.08230449	10726663.9935081	1305.83383322423	1366.25	270.54
"Lchu8 "	226	0.167	-3835526.43175286	10725638.5783946	0.167	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu8 "	226	0.5	-3836745.63268835	10725400.5887332	0.167	-3835526.43175286	10725638.5783946	1242.2117371936	1277.1	323.09
"Lchu8 "	226	0.5	-3835526.43175286	10725638.5783946	0.167	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu8 "	226	0.25	-3835943.12387789	10727185.94153	0.5	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu8 "	226	0.5	-3834929.02189673	10728357.9458695	0.5	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Lchu8 "	226	0.333	-3837092.19493726	10741953.0389327	0.5	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu8 "	228	0.929	-3848812.68503423	10745487.219727	0.357	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu8 "	228	0.357	-3848205.93586398	10746463.4673618	0.5	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu8 "	228	0.25	-3849038.62221455	10749887.0697689	0.5	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu8 "	228	0.1	-3815584.56216887	10786021.2221798	0.25	-3830730.82009379	10761761.5920122	28599.6291059922	39374.9	449.06
"Lchu8 "	228	0.125	-3814085.76421928	10787968.3199448	0.25	-3830730.82009379	10761761.5920122	31045.9413450541	39374.9	449.06
"Lchu8 "	228	0.35	-3830807.19829394	10761465.0344789	0.25	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Lchu8 "	228	0.125	-3832136.75534032	10760691.8798628	0.333	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Lchu8 "	228	0.188	-3831937.84248834	10755283.7805037	0.083	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu8 "	228	0.2	-3831327.27853097	10755077.3255354	0.083	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu8 "	228	0.167	-3832571.68254384	10756718.2730217	0.083	-3831937.84248834	10755283.7805037	1568.28632589665	1568.2	302.49
"Lchu8 "	228	0.25	-3837180.12677243	10725471.1783281	0.75	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu8 "	228	0.5	-3835526.43175286	10725638.5783946	0.75	-3837136.55322491	10725944.4555681	1638.91793571992	2181	302.03
"Lchu8 "	228	0.25	-3836472.47647905	10726779.8112263	0.75	-3837136.55322491	10725944.4555681	1067.15369090228	1183.3	249.81
"Lchu8 "	228	0.5	-3835526.43175286	10725638.5783946	0.75	-3837136.55322491	10725944.4555681	1638.91793571992	2181	302.03
"Lchu8 "	228	0.25	-3835943.12387789	10727185.94153	0.75	-3837136.55322491	10725944.4555681	1722.08042785983	1843.5	251.62
"Lchu8 "	230	0.071	-3848812.68503423	10745487.219727	0.071	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu8 "	230	0.143	-3848205.93586398	10746463.4673618	0.071	-3850355.73962123	10743765.1516269	3450.00927535419	3702.8	382.52
"Lchu8 "	230	0.125	-3849038.62221455	10749887.0697689	0.071	-3850355.73962123	10743765.1516269	6262.00287447988	6471.9	656.73
"Lchu8 "	230	0.333	-3838237.33456959	10743235.3186302	0.375	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Lchu8 "	230	0.7	-3813163.86437249	10786407.7220874	0.8	-3813163.86437249	10786407.7220874	0	NA	NA
"Lchu8 "	230	0.5	-3815584.56216887	10786021.2221798	0.333	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu8 "	230	0.5	-3814809.19283505	10787454.7675737	0.438	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu8 "	230	0.125	-3815584.56216887	10786021.2221798	0.333	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu8 "	230	0.125	-3814085.76421928	10787968.3199448	0.438	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu8 "	230	0.067	-3815495.03350466	10786313.3002829	0.333	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu8 "	230	0.2	-3814085.76421928	10787968.3199448	0.438	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu8 "	230	0.167	-3833855.99332499	10743061.3390386	0.375	-3833855.99332499	10743061.3390386	0	NA	NA
"Lchu8 "	230	0.5	-3832993.68094611	10741619.8181885	0.375	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Lchu8 "	230	0.5	-3830707.82318852	10748056.3712499	0.375	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"Lchu8 "	230	0.15	-3830807.19829394	10761465.0344789	0.5	-3832092.5295933	10761632.9792642	1296.25691897565	1342.5	188.2
"Lchu8 "	230	0.333	-3836000.08230449	10726663.9935081	0.167	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Lchu8 "	230	0.75	-3834954.83138545	10726260.0436148	0.7	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu8 "	230	0.5	-3837136.55322491	10725944.4555681	0.167	-3836000.08230449	10726663.9935081	1345.10259832124	1343.5	221.14
"Lchu8 "	230	0.25	-3837180.12677243	10725471.1783281	0.167	-3836000.08230449	10726663.9935081	1677.8894480874	1873.4	313.955
"Lchu8 "	230	0.167	-3835526.43175286	10725638.5783946	0.7	-3834954.83138545	10726260.0436148	844.361297070435	1155.8	252.83
"Lchu8 "	230	0.5	-3834929.02189673	10728357.9458695	0.167	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Lchu8 "	230	0.667	-3837092.19493726	10741953.0389327	0.375	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu8 "	232	0.214	-3848205.93586398	10746463.4673618	0.4	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu8 "	232	0.375	-3849038.62221455	10749887.0697689	0.4	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu8 "	232	0.125	-3815584.56216887	10786021.2221798	0.15	-3814809.19283505	10787454.7675737	1629.80060130104	2057.6	280.66
"Lchu8 "	232	0.033	-3815495.03350466	10786313.3002829	0.15	-3814809.19283505	10787454.7675737	1331.66249478054	1471	233.75
"Lchu8 "	232	0.125	-3832136.75534032	10760691.8798628	0.167	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Lchu8 "	232	0.25	-3837136.55322491	10725944.4555681	0.25	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu8 "	232	0.5	-3836472.47647905	10726779.8112263	0.25	-3837136.55322491	10725944.4555681	1067.15369090228	1183.3	249.81
"Lchu8 "	234	0.286	-3848205.93586398	10746463.4673618	0.1	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu8 "	234	0.125	-3849038.62221455	10749887.0697689	0.1	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu8 "	234	0.583	-3838237.33456959	10743235.3186302	0.1	-3845105.93131116	10745187.5234867	7140.63897700959	16039.3	237.81
"Lchu8 "	234	0.2	-3813163.86437249	10786407.7220874	0.2	-3813163.86437249	10786407.7220874	0	NA	NA
"Lchu8 "	234	0.1	-3815584.56216887	10786021.2221798	0.667	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu8 "	234	0.45	-3814809.19283505	10787454.7675737	0.563	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu8 "	234	0.75	-3815584.56216887	10786021.2221798	0.667	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu8 "	234	0.625	-3814085.76421928	10787968.3199448	0.563	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu8 "	234	0.3	-3815495.03350466	10786313.3002829	0.667	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu8 "	234	0.6	-3814085.76421928	10787968.3199448	0.563	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu8 "	234	1	-3831382.3291709	10761621.4744814	0.167	-3832097.11584667	10761638.2675796	714.983915899975	0	0
"Lchu8 "	234	0.05	-3830807.19829394	10761465.0344789	0.167	-3832097.11584667	10761638.2675796	1301.4979830933	1342.5	188.2
"Lchu8 "	234	0.188	-3831937.84248834	10755283.7805037	0.25	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu8 "	234	0.25	-3832877.64520233	10756133.923938	0.25	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"Lchu8 "	234	0.2	-3831327.27853097	10755077.3255354	0.25	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu8 "	234	0.25	-3834954.83138545	10726260.0436148	0.1	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu8 "	234	0.25	-3835943.12387789	10727185.94153	0.333	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu8 "	234	0.5	-3837180.12677243	10725471.1783281	0.833	-3835526.43175286	10725638.5783946	1662.14620296285	1879.05	320.235
"Lchu8 "	234	0.167	-3835526.43175286	10725638.5783946	0.833	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu8 "	234	0.5	-3836745.63268835	10725400.5887332	0.833	-3835526.43175286	10725638.5783946	1242.2117371936	1277.1	323.09
"Lchu8 "	234	1	-3835251.78597857	10727696.8132448	0.333	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Lchu8 "	234	0.25	-3836472.47647905	10726779.8112263	0.333	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Lchu8 "	234	0.5	-3835943.12387789	10727185.94153	0.333	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu3 "	333	0.167	-3838237.33456959	10743235.3186302	0.5	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Lchu3 "	333	0.9	-3815584.56216887	10786021.2221798	0.417	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu3 "	333	0.3	-3814809.19283505	10787454.7675737	0.125	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu3 "	333	0.3	-3815584.56216887	10786021.2221798	0.417	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu3 "	333	0.4	-3815495.03350466	10786313.3002829	0.417	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu3 "	333	0.6	-3814085.76421928	10787968.3199448	0.125	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu3 "	333	0.833	-3833855.99332499	10743061.3390386	0.5	-3833855.99332499	10743061.3390386	0	NA	NA
"Lchu3 "	333	0.125	-3832993.68094611	10741619.8181885	0.5	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Lchu3 "	333	0.5	-3830707.82318852	10748056.3712499	0.5	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"Lchu3 "	333	0.375	-3831937.84248834	10755283.7805037	0.25	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu3 "	333	0.167	-3832877.64520233	10756133.923938	0.25	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"Lchu3 "	333	0.4	-3831327.27853097	10755077.3255354	0.25	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu3 "	333	0.25	-3834954.83138545	10726260.0436148	0.3	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu3 "	333	0.25	-3836836.95539439	10725661.5737201	0.167	-3836000.08230449	10726663.9935081	1305.83383322423	1366.25	270.54
"Lchu3 "	333	0.25	-3836745.63268835	10725400.5887332	0.5	-3835526.43175286	10725638.5783946	1242.2117371936	1277.1	323.09
"Lchu3 "	333	0.167	-3835251.78597857	10727696.8132448	0.167	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Lchu3 "	333	0.333	-3837092.19493726	10741953.0389327	0.5	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu3 "	337	0.429	-3848812.68503423	10745487.219727	0.214	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu3 "	337	0.214	-3848205.93586398	10746463.4673618	0.2	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu3 "	337	0.125	-3849038.62221455	10749887.0697689	0.2	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu3 "	337	0.5	-3838237.33456959	10743235.3186302	0.25	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Lchu3 "	337	0.5	-3813163.86437249	10786407.7220874	0.25	-3814809.19283505	10787454.7675737	1950.23331937269	5322.1	768.72
"Lchu3 "	337	0.1	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu3 "	337	0.55	-3814809.19283505	10787454.7675737	0.25	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu3 "	337	0.7	-3815584.56216887	10786021.2221798	1	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"Lchu3 "	337	0.5	-3814085.76421928	10787968.3199448	0.25	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu3 "	337	0.533	-3815495.03350466	10786313.3002829	1	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"Lchu3 "	337	0.2	-3814085.76421928	10787968.3199448	0.25	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu3 "	337	0.5	-3831382.3291709	10761621.4744814	0.167	-3832097.11584667	10761638.2675796	714.983915899975	0	0
"Lchu3 "	337	0.3	-3830807.19829394	10761465.0344789	0.167	-3832097.11584667	10761638.2675796	1301.4979830933	1342.5	188.2
"Lchu3 "	337	0.25	-3832136.75534032	10760691.8798628	0.167	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"Lchu3 "	337	0.375	-3831937.84248834	10755283.7805037	0.5	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu3 "	337	0.583	-3832877.64520233	10756133.923938	0.75	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"Lchu3 "	337	0.6	-3831327.27853097	10755077.3255354	0.5	-3831937.84248834	10755283.7805037	644.524631020778	1038.1	359.5
"Lchu3 "	337	0.833	-3832571.68254384	10756718.2730217	0.75	-3832878.60363112	10755831.2953184	938.57871273144	1200.6	295.16
"Lchu3 "	337	0.5	-3836000.08230449	10726663.9935081	0.333	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Lchu3 "	337	0.25	-3837136.55322491	10725944.4555681	0.75	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu3 "	337	0.5	-3837180.12677243	10725471.1783281	0.75	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu3 "	337	0.25	-3836836.95539439	10725661.5737201	0.75	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Lchu3 "	337	0.5	-3836745.63268835	10725400.5887332	0.75	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"Lchu3 "	337	0.25	-3836472.47647905	10726779.8112263	0.333	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Lchu3 "	337	0.25	-3834929.02189673	10728357.9458695	0.333	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Lchu3 "	337	0.5	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu3 "	337	0.5	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu3 "	341	0.571	-3848812.68503423	10745487.219727	0.786	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"Lchu3 "	341	0.786	-3848205.93586398	10746463.4673618	0.8	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"Lchu3 "	341	0.875	-3849038.62221455	10749887.0697689	0.8	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"Lchu3 "	341	0.333	-3838237.33456959	10743235.3186302	0.25	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"Lchu3 "	341	0.5	-3813163.86437249	10786407.7220874	1	-3813163.86437249	10786407.7220874	0	NA	NA
"Lchu3 "	341	0.15	-3814809.19283505	10787454.7675737	0.625	-3814809.19283505	10787454.7675737	0	2057.6	280.66
"Lchu3 "	341	0.5	-3814085.76421928	10787968.3199448	0.625	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu3 "	341	0.067	-3815495.03350466	10786313.3002829	0.625	-3814809.19283505	10787454.7675737	1331.66249478054	736.7	91.86
"Lchu3 "	341	0.2	-3814085.76421928	10787968.3199448	0.625	-3814809.19283505	10787454.7675737	887.178110644303	3004.5	346.2
"Lchu3 "	341	0.167	-3833855.99332499	10743061.3390386	0.25	-3833855.99332499	10743061.3390386	0	NA	NA
"Lchu3 "	341	0.875	-3832993.68094611	10741619.8181885	0.25	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"Lchu3 "	341	0.5	-3830707.82318852	10748056.3712499	0.25	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"Lchu3 "	341	0.5	-3831382.3291709	10761621.4744814	1	-3830730.82009379	10761761.5920122	666.406032383429	1526.4	272.35
"Lchu3 "	341	0.7	-3830807.19829394	10761465.0344789	1	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"Lchu3 "	341	0.75	-3832136.75534032	10760691.8798628	1	-3832092.5295933	10761632.9792642	942.13799414255	1487.7	307.09
"Lchu3 "	341	0.25	-3831937.84248834	10755283.7805037	0.25	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"Lchu3 "	341	0.25	-3832877.64520233	10756133.923938	0.25	-3831937.84248834	10755283.7805037	1267.26990022212	1180.2	232.53
"Lchu3 "	341	0.167	-3832571.68254384	10756718.2730217	0.25	-3831937.84248834	10755283.7805037	1568.28632589665	1568.2	302.49
"Lchu3 "	341	0.5	-3836000.08230449	10726663.9935081	0.5	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"Lchu3 "	341	0.75	-3834954.83138545	10726260.0436148	0.7	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"Lchu3 "	341	0.75	-3837136.55322491	10725944.4555681	0.25	-3837136.55322491	10725944.4555681	0	2845.2	310.53
"Lchu3 "	341	0.5	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu3 "	341	1	-3835943.12387789	10727185.94153	0.5	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu3 "	341	0.5	-3836836.95539439	10725661.5737201	0.25	-3837136.55322491	10725944.4555681	412.04490046937	858.2	200.74
"Lchu3 "	341	1	-3837180.12677243	10725471.1783281	0.25	-3837136.55322491	10725944.4555681	475.27886550642	842.7	276.55
"Lchu3 "	341	1	-3835526.43175286	10725638.5783946	0.5	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu3 "	341	0.25	-3836745.63268835	10725400.5887332	0.25	-3837136.55322491	10725944.4555681	669.783547124884	1162.6	297.18
"Lchu3 "	341	0.833	-3835251.78597857	10727696.8132448	0.5	-3836000.08230449	10726663.9935081	1275.4073858989	1765.1	316.86
"Lchu3 "	341	0.75	-3836472.47647905	10726779.8112263	0.5	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"Lchu3 "	341	1	-3835526.43175286	10725638.5783946	0.5	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"Lchu3 "	341	1	-3835943.12387789	10727185.94153	0.5	-3836000.08230449	10726663.9935081	525.04666459258	845.3	231.06
"Lchu3 "	341	0.75	-3834929.02189673	10728357.9458695	0.5	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"Lchu3 "	341	0.5	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"Lchu3 "	341	0.167	-3837092.19493726	10741953.0389327	0.25	-3833855.99332499	10743061.3390386	3420.72068429586	5768.2	404.14
"P2BH6"	124	0.2	-3813163.86437249	10786407.7220874	0.05	-3814809.19283505	10787454.7675737	1950.23331937269	7093.3	471.2
"P2BH6"	124	0.033	-3815495.03350466	10786313.3002829	0.05	-3814809.19283505	10787454.7675737	1331.66249478054	1471	233.75
"P2BH6"	126	0.214	-3848205.93586398	10746463.4673618	0.167	-3832097.11584667	10761638.2675796	22130.7172048219	29896.4	305.58
"P2BH6"	126	0.2	-3813163.86437249	10786407.7220874	0.05	-3814809.19283505	10787454.7675737	1950.23331937269	7093.3	471.2
"P2BH6"	126	0.1	-3815584.56216887	10786021.2221798	0.667	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"P2BH6"	126	0.3	-3814809.19283505	10787454.7675737	0.05	-3814809.19283505	10787454.7675737	0	NA	NA
"P2BH6"	126	0.4	-3815584.56216887	10786021.2221798	0.667	-3815584.56216887	10786021.2221798	0	2057.6	280.66
"P2BH6"	126	0.625	-3814085.76421928	10787968.3199448	0.05	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"P2BH6"	126	0.267	-3815495.03350466	10786313.3002829	0.667	-3815584.56216887	10786021.2221798	305.491407405913	736.7	91.86
"P2BH6"	126	0.3	-3814085.76421928	10787968.3199448	0.05	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"P2BH6"	126	0.125	-3832136.75534032	10760691.8798628	0.167	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"P2BH6"	126	0.25	-3837136.55322491	10725944.4555681	0.167	-3836000.08230449	10726663.9935081	1345.10259832124	1343.5	221.14
"P2BH6"	128	0.071	-3848205.93586398	10746463.4673618	0.125	-3833855.99332499	10743061.3390386	14747.7228072571	22199.1	350.28
"P2BH6"	128	0.2	-3815584.56216887	10786021.2221798	0.5	-3814809.19283505	10787454.7675737	1629.80060130104	2057.6	280.66
"P2BH6"	128	0.05	-3814809.19283505	10787454.7675737	0.5	-3814809.19283505	10787454.7675737	0	NA	NA
"P2BH6"	128	0.2	-3815584.56216887	10786021.2221798	0.5	-3814809.19283505	10787454.7675737	1629.80060130104	2057.6	280.66
"P2BH6"	128	0.133	-3815495.03350466	10786313.3002829	0.5	-3814809.19283505	10787454.7675737	1331.66249478054	1471	233.75
"P2BH6"	128	0.2	-3814085.76421928	10787968.3199448	0.5	-3814809.19283505	10787454.7675737	887.178110644303	1041.7	212.97
"P2BH6"	128	0.333	-3833855.99332499	10743061.3390386	0.125	-3833855.99332499	10743061.3390386	0	NA	NA
"P2BH6"	128	0.125	-3832136.75534032	10760691.8798628	0.125	-3833855.99332499	10743061.3390386	17714.1680301367	48993.4	653.82
"P2BH6"	128	0.167	-3836000.08230449	10726663.9935081	0.2	-3834954.83138545	10726260.0436148	1120.59136173434	3584.3	327.14
"P2BH6"	128	0.25	-3837180.12677243	10725471.1783281	0.5	-3835526.43175286	10725638.5783946	1662.14620296285	1879.05	320.235
"P2BH6"	128	1	-3835943.12387789	10727185.94153	0.2	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
"P2BH6"	128	0.333	-3835251.78597857	10727696.8132448	0.2	-3834954.83138545	10726260.0436148	1467.13632631684	2495.1	313.51
"P2BH6"	128	0.333	-3835526.43175286	10725638.5783946	0.5	-3835526.43175286	10725638.5783946	0	3211.1	408.82
"P2BH6"	130	0.071	-3848205.93586398	10746463.4673618	0.2	-3845105.93131116	10745187.5234867	3352.32173276538	3502.9	361.4
"P2BH6"	130	0.875	-3849038.62221455	10749887.0697689	0.2	-3845105.93131116	10745187.5234867	6127.95177853164	6520.6	665.28
"P2BH6"	130	0.1	-3815584.56216887	10786021.2221798	0.25	-3830730.82009379	10761761.5920122	28599.6291059922	39374.9	449.06
"P2BH6"	130	0.1	-3831327.27853097	10755077.3255354	0.25	-3830730.82009379	10761761.5920122	6710.82565709965	9600.1	332.07
"P2BH6"	130	0.167	-3836000.08230449	10726663.9935081	0.333	-3836000.08230449	10726663.9935081	0	1765.1	316.86
"P2BH6"	130	0.25	-3837136.55322491	10725944.4555681	0.333	-3836000.08230449	10726663.9935081	1345.10259832124	1343.5	221.14
"P2BH6"	130	0.25	-3836745.63268835	10725400.5887332	0.167	-3835526.43175286	10725638.5783946	1242.2117371936	1277.1	323.09
"P2BH6"	130	0.25	-3836472.47647905	10726779.8112263	0.333	-3836000.08230449	10726663.9935081	486.384621470953	849.2	276.88
"P2BH6"	130	0.5	-3834929.02189673	10728357.9458695	0.333	-3836000.08230449	10726663.9935081	2004.15692998493	2385.2	302.8
"P2BH6"	132	0.143	-3848812.68503423	10745487.219727	0.286	-3850355.73962123	10743765.1516269	2312.25777109792	2458.4	247.46
"P2BH6"	132	0.071	-3848205.93586398	10746463.4673618	0.286	-3850355.73962123	10743765.1516269	3450.00927535419	3702.8	382.52
"P2BH6"	132	1	-3838237.33456959	10743235.3186302	0.5	-3833855.99332499	10743061.3390386	4384.79417988561	6724.3	259.51
"P2BH6"	132	0.3	-3813163.86437249	10786407.7220874	0.6	-3813163.86437249	10786407.7220874	0	NA	NA
"P2BH6"	132	0.2	-3815584.56216887	10786021.2221798	0.05	-3814809.19283505	10787454.7675737	1629.80060130104	2057.6	280.66
"P2BH6"	132	0.333	-3833855.99332499	10743061.3390386	0.5	-3833855.99332499	10743061.3390386	0	NA	NA
"P2BH6"	132	0.625	-3832993.68094611	10741619.8181885	0.5	-3833855.99332499	10743061.3390386	1679.75146971649	2397	376.75
"P2BH6"	132	0.75	-3830707.82318852	10748056.3712499	0.5	-3833855.99332499	10743061.3390386	5904.34772011088	6671.3	298.21
"P2BH6"	132	0.2	-3830807.19829394	10761465.0344789	0.5	-3830730.82009379	10761761.5920122	306.235203722777	847.3	226.8
"P2BH6"	132	0.375	-3832136.75534032	10760691.8798628	0.25	-3832097.11584667	10761638.2675796	947.217504064122	1487.7	307.09
"P2BH6"	132	0.25	-3831937.84248834	10755283.7805037	0.25	-3831937.84248834	10755283.7805037	0	1180.2	232.53
"P2BH6"	132	0.167	-3832877.64520233	10756133.923938	0.5	-3832878.60363112	10755831.2953184	302.630137293157	0	0
"P2BH6"	132	0.167	-3832571.68254384	10756718.2730217	0.5	-3832878.60363112	10755831.2953184	938.57871273144	1200.6	295.16
"P2BH6"	132	0.5	-3834954.83138545	10726260.0436148	0.2	-3834954.83138545	10726260.0436148	0	2495.1	313.51
"P2BH6"	132	0.25	-3837180.12677243	10725471.1783281	0.167	-3835526.43175286	10725638.5783946	1662.14620296285	1879.05	320.235
"P2BH6"	132	0.167	-3835251.78597857	10727696.8132448	0.2	-3834954.83138545	10726260.0436148	1467.13632631684	2495.1	313.51
"P2BH6"	132	0.25	-3835943.12387789	10727185.94153	0.2	-3834954.83138545	10726260.0436148	1354.25588423579	3455	336.98
